,id,surface,pos,len
32,37,"['て', 'くれ', 'て']","['助詞,接続助詞,*,*', '動詞,非自立,*,*', '助詞,接続助詞,*,*']",3
33,38,['歯医者'],"['名詞,一般,*,*']",1
34,39,['心がけ'],"['名詞,一般,*,*']",1
35,40,"['▁', '車', 'の']","['名詞,サ変接続,*,*', '名詞,接尾,一般,*', '助詞,連体化,*,*']",3
36,41,['芦'],"['名詞,一般,*,*']",1
37,42,['くじ'],"['名詞,一般,*,*']",1
38,43,['シビア'],"['名詞,形容動詞語幹,*,*']",1
39,44,['クラウス'],"['名詞,固有名詞,人名,姓']",1
40,45,"['人生', 'を']","['名詞,一般,*,*', '助詞,格助詞,一般,*']",2
41,46,['エル'],"['名詞,固有名詞,人名,名']",1
42,47,['不審'],"['名詞,形容動詞語幹,*,*']",1
43,48,['ゼット'],"['名詞,固有名詞,一般,*']",1
44,49,"['も', 'よく']","['助詞,係助詞,*,*', '副詞,一般,*,*']",2
45,50,['ハンカチ'],"['名詞,一般,*,*']",1
46,51,"['お母さん', 'が']","['名詞,一般,*,*', '助詞,格助詞,一般,*']",2
47,52,"['という', '人']","['助詞,格助詞,連語,*', '名詞,一般,*,*']",2
48,53,"['勢い', 'で']","['名詞,一般,*,*', '助詞,格助詞,一般,*']",2
49,54,"['で', '購入', 'する']","['接続詞,*,*,*', '名詞,サ変接続,*,*', '動詞,自立,*,*']",3
50,55,"['に', '住ん', 'で', 'い', 'て']","['助詞,格助詞,一般,*', '動詞,自立,*,*', '助詞,接続助詞,*,*', '動詞,非自立,*,*', '助詞,接続助詞,*,*']",5
51,56,"['を', '見下ろし']","['助詞,格助詞,一般,*', '動詞,自立,*,*']",2
52,57,"['通貨', 'ペア']","['名詞,一般,*,*', '名詞,一般,*,*']",2
53,58,['秘'],"['名詞,サ変接続,*,*']",1
54,59,['保健'],"['名詞,一般,*,*']",1
55,60,"['枚', '入']","['接頭詞,数接続,*,*', '名詞,固有名詞,地域,一般']",2
56,61,"['は', '私', 'の']","['助詞,係助詞,*,*', '名詞,代名詞,一般,*', '助詞,連体化,*,*']",3
57,62,"['周り', 'を']","['名詞,一般,*,*', '助詞,格助詞,一般,*']",2
58,64,"['ご', '使用', 'ください']","['接頭詞,名詞接続,*,*', '名詞,サ変接続,*,*', '動詞,非自立,*,*']",3
59,65,['付加'],"['名詞,サ変接続,*,*']",1
60,66,['絶え'],"['動詞,自立,*,*']",1
61,67,"['て', 'も', 'いい']","['助詞,接続助詞,*,*', '助詞,係助詞,*,*', '形容詞,非自立,*,*']",3
62,68,"['が', '挙げ', 'られる']","['助詞,格助詞,一般,*', '動詞,自立,*,*', '動詞,接尾,*,*']",3
63,69,"['新', '感覚']","['接頭詞,名詞接続,*,*', '名詞,一般,*,*']",2
64,70,['造成'],"['名詞,サ変接続,*,*']",1
65,71,"['必要', 'の', 'ない']","['名詞,形容動詞語幹,*,*', '助詞,格助詞,一般,*', '形容詞,自立,*,*']",3
66,72,"['と', 'の', '接触']","['助詞,格助詞,一般,*', '助詞,連体化,*,*', '名詞,サ変接続,*,*']",3
67,73,"['代わり', 'に']","['名詞,一般,*,*', '助詞,格助詞,一般,*']",2
68,74,['アミ'],"['名詞,一般,*,*']",1
69,75,"['を', '徹底的', 'に']","['助詞,格助詞,一般,*', '名詞,形容動詞語幹,*,*', '助詞,副詞化,*,*']",3
70,76,"['に', '最適', 'な']","['助詞,格助詞,一般,*', '名詞,形容動詞語幹,*,*', '助動詞,*,*,*']",3
71,77,['高田馬場'],"['名詞,固有名詞,地域,一般']",1
72,78,['三田'],"['名詞,固有名詞,地域,一般']",1
73,79,"['言っ', 'て', 'しまえ', 'ば']","['動詞,自立,*,*', '助詞,接続助詞,*,*', '動詞,非自立,*,*', '助詞,接続助詞,*,*']",4
74,80,"['働き', '方', '改革']","['動詞,自立,*,*', '名詞,接尾,特殊,*', '名詞,サ変接続,*,*']",3
75,81,"['一', '度', 'に']","['名詞,数,*,*', '名詞,接尾,助数詞,*', '助詞,格助詞,一般,*']",3
76,82,['プーチン'],"['名詞,固有名詞,組織,*']",1
77,83,['變'],"['名詞,固有名詞,組織,*']",1
78,84,['枢'],"['名詞,一般,*,*']",1
79,85,['昏'],"['名詞,固有名詞,組織,*']",1
80,86,['みそ'],"['名詞,一般,*,*']",1
81,87,['腑'],"['名詞,一般,*,*']",1
82,88,"['叩い', 'て']","['動詞,自立,*,*', '助詞,接続助詞,*,*']",2
83,89,"['オート', 'ロック']","['名詞,一般,*,*', '名詞,サ変接続,*,*']",2
84,90,['咀'],"['名詞,固有名詞,組織,*']",1
85,92,['住戸'],"['名詞,一般,*,*']",1
86,93,['高橋'],"['名詞,固有名詞,人名,姓']",1
87,94,"['と', 'さ', 'れる']","['助詞,格助詞,一般,*', '動詞,自立,*,*', '動詞,接尾,*,*']",3
88,95,"['使わ', 'れる']","['動詞,自立,*,*', '動詞,接尾,*,*']",2
89,96,"['やすい', 'です']","['形容詞,自立,*,*', '助動詞,*,*,*']",2
90,97,"['問題', 'で']","['名詞,ナイ形容詞語幹,*,*', '助詞,格助詞,一般,*']",2
91,98,"['▁', '予め', 'ご', '了承', 'ください']","['名詞,サ変接続,*,*', '副詞,一般,*,*', '接頭詞,名詞接続,*,*', '名詞,サ変接続,*,*', '動詞,非自立,*,*']",5
92,99,"['この', '機会', 'に']","['連体詞,*,*,*', '名詞,一般,*,*', '助詞,格助詞,一般,*']",3
93,100,"['世界', '遺産']","['名詞,一般,*,*', '名詞,一般,*,*']",2
94,101,"['が', '適用', 'さ', 'れる']","['接続詞,*,*,*', '名詞,サ変接続,*,*', '動詞,自立,*,*', '動詞,接尾,*,*']",4
95,102,"['次', '会']","['名詞,一般,*,*', '名詞,接尾,一般,*']",2
96,104,"['一目', '惚れ']","['副詞,一般,*,*', '動詞,自立,*,*']",2
97,105,['棋士'],"['名詞,一般,*,*']",1
98,106,['動かす'],"['動詞,自立,*,*']",1
99,107,"['安全', 'な']","['名詞,形容動詞語幹,*,*', '助動詞,*,*,*']",2
100,108,['光る'],"['動詞,自立,*,*']",1
101,109,['ビート'],"['名詞,一般,*,*']",1
102,110,['生産'],"['名詞,サ変接続,*,*']",1
103,111,['異常'],"['名詞,形容動詞語幹,*,*']",1
104,112,"['が', '人気']","['接続詞,*,*,*', '名詞,一般,*,*']",2
105,113,"['れ', 'て', 'い', 'ない']","['動詞,接尾,*,*', '助詞,接続助詞,*,*', '動詞,非自立,*,*', '助動詞,*,*,*']",4
106,114,['近接'],"['名詞,サ変接続,*,*']",1
107,115,['乖離'],"['名詞,サ変接続,*,*']",1
108,116,['文学部'],"['名詞,一般,*,*']",1
109,117,['ありゃ'],"['感動詞,*,*,*']",1
110,119,"['▁', '今日', 'の']","['名詞,サ変接続,*,*', '名詞,副詞可能,*,*', '助詞,連体化,*,*']",3
111,120,"['大学', '教授']","['名詞,一般,*,*', '名詞,一般,*,*']",2
112,121,"['昨日', 'は']","['名詞,副詞可能,*,*', '助詞,係助詞,*,*']",2
113,123,['検出'],"['名詞,サ変接続,*,*']",1
114,124,"['水', '回り']","['名詞,一般,*,*', '名詞,一般,*,*']",2
115,125,"['仕事', 'に', '就']","['名詞,サ変接続,*,*', '助詞,格助詞,一般,*', '名詞,一般,*,*']",3
116,126,"['メーカー', 'カタログ', 'な']","['名詞,一般,*,*', '名詞,一般,*,*', '助詞,終助詞,*,*']",3
117,127,['そそ'],"['動詞,自立,*,*']",1
118,128,['ランプ'],"['名詞,一般,*,*']",1
119,129,"['出版', '社']","['名詞,サ変接続,*,*', '名詞,接尾,一般,*']",2
120,130,['足首'],"['名詞,一般,*,*']",1
121,131,"['走ら', 'せ']","['動詞,自立,*,*', '動詞,接尾,*,*']",2
122,132,"['今日', 'この', '頃']","['名詞,副詞可能,*,*', '連体詞,*,*,*', '名詞,非自立,副詞可能,*']",3
123,133,['ガイドライン'],"['名詞,一般,*,*']",1
124,134,['本'],"['名詞,一般,*,*']",1
125,136,['タチ'],"['名詞,固有名詞,組織,*']",1
126,137,['吹き替え'],"['名詞,一般,*,*']",1
127,138,['目盛'],"['名詞,一般,*,*']",1
128,140,['傷つき'],"['動詞,自立,*,*']",1
129,141,"['こと', 'を', '実感']","['名詞,非自立,一般,*', '助詞,格助詞,一般,*', '名詞,サ変接続,*,*']",3
130,143,['入手'],"['名詞,サ変接続,*,*']",1
131,144,['発見'],"['名詞,サ変接続,*,*']",1
132,145,"['が', 'でき', 'た']","['助詞,格助詞,一般,*', '動詞,自立,*,*', '助動詞,*,*,*']",3
133,146,"['我々', 'の']","['名詞,代名詞,一般,*', '助詞,連体化,*,*']",2
134,147,['落ち'],"['名詞,一般,*,*']",1
135,148,"['みたい', 'な', '感じ']","['名詞,非自立,形容動詞語幹,*', '助動詞,*,*,*', '名詞,一般,*,*']",3
136,149,['理系'],"['名詞,一般,*,*']",1
137,150,"['客観', '的', 'に']","['名詞,サ変接続,*,*', '名詞,接尾,形容動詞語幹,*', '助詞,副詞化,*,*']",3
138,151,"['お', '悩み', 'の', '方']","['接頭詞,名詞接続,*,*', '名詞,一般,*,*', '助詞,連体化,*,*', '名詞,非自立,一般,*']",4
139,152,"['を', '選ぶ']","['助詞,格助詞,一般,*', '動詞,自立,*,*']",2
140,153,['反発'],"['名詞,サ変接続,*,*']",1
141,154,['封筒'],"['名詞,一般,*,*']",1
142,155,"['も', 'ない', 'し']","['助詞,係助詞,*,*', '形容詞,自立,*,*', '助詞,接続助詞,*,*']",3
143,156,"['総合', '病院']","['名詞,サ変接続,*,*', '名詞,一般,*,*']",2
144,157,['落書き'],"['名詞,サ変接続,*,*']",1
145,159,"['ベスト', 'な']","['名詞,一般,*,*', '助詞,終助詞,*,*']",2
146,160,['補強'],"['名詞,サ変接続,*,*']",1
147,161,"['今', 'の', '自分']","['名詞,副詞可能,*,*', '助詞,連体化,*,*', '名詞,一般,*,*']",3
148,163,['つまらない'],"['形容詞,自立,*,*']",1
149,164,"['話し', 'て', 'いる']","['動詞,自立,*,*', '助詞,接続助詞,*,*', '動詞,非自立,*,*']",3
150,165,['キュウ'],"['名詞,固有名詞,組織,*']",1
151,167,"['事情', 'により']","['名詞,一般,*,*', '助詞,格助詞,連語,*']",2
152,168,['ツバメ'],"['名詞,一般,*,*']",1
153,169,['陰謀'],"['名詞,一般,*,*']",1
154,170,['籾'],"['名詞,一般,*,*']",1
155,171,"['さ', 'せ', 'まし', 'た']","['動詞,自立,*,*', '動詞,接尾,*,*', '助動詞,*,*,*', '助動詞,*,*,*']",4
156,172,"['発生', 'いたし', 'ます']","['名詞,サ変接続,*,*', '動詞,非自立,*,*', '助動詞,*,*,*']",3
157,173,['柿'],"['名詞,一般,*,*']",1
158,174,['鉄道'],"['名詞,一般,*,*']",1
159,175,['アラ'],"['名詞,固有名詞,組織,*']",1
160,178,"['法', 'で']","['名詞,一般,*,*', '助詞,格助詞,一般,*']",2
161,179,"['積極', '的']","['名詞,形容動詞語幹,*,*', '名詞,接尾,形容動詞語幹,*']",2
162,180,"['借り', 'れる']","['動詞,自立,*,*', '動詞,接尾,*,*']",2
163,182,"['回', '目']","['名詞,一般,*,*', '名詞,接尾,一般,*']",2
164,183,['政党'],"['名詞,一般,*,*']",1
165,184,"['商品', '説明']","['名詞,一般,*,*', '名詞,サ変接続,*,*']",2
166,185,"['て', 'て']","['動詞,非自立,*,*', '助詞,接続助詞,*,*']",2
167,186,"['▁', '決して']","['名詞,サ変接続,*,*', '副詞,一般,*,*']",2
168,187,"['事', 'に', 'なる']","['名詞,一般,*,*', '助詞,格助詞,一般,*', '動詞,自立,*,*']",3
169,188,"['行っ', 'て', 'おり', 'ます']","['動詞,自立,*,*', '助詞,接続助詞,*,*', '動詞,非自立,*,*', '助動詞,*,*,*']",4
170,189,['ライトアップ'],"['名詞,一般,*,*']",1
171,190,['プロトタイプ'],"['名詞,一般,*,*']",1
172,192,"['ご', '了承', 'ください', 'ませ']","['接頭詞,名詞接続,*,*', '名詞,サ変接続,*,*', '動詞,自立,*,*', '助動詞,*,*,*']",4
173,193,"['そんな', '事']","['連体詞,*,*,*', '名詞,非自立,一般,*']",2
174,194,"['の', '健康']","['助詞,連体化,*,*', '名詞,形容動詞語幹,*,*']",2
175,195,['端子'],"['名詞,一般,*,*']",1
176,196,"['スマホ', 'の']","['名詞,一般,*,*', '助詞,連体化,*,*']",2
177,197,"['と', 'なり', 'ます']","['助詞,格助詞,一般,*', '動詞,自立,*,*', '助動詞,*,*,*']",3
178,198,['開'],"['名詞,固有名詞,人名,名']",1
179,199,['ッキー'],"['名詞,固有名詞,組織,*']",1
180,200,"['▁', 'ベッド']","['名詞,サ変接続,*,*', '名詞,一般,*,*']",2
181,201,"['の', '予約']","['助詞,連体化,*,*', '名詞,サ変接続,*,*']",2
182,202,['情熱'],"['名詞,一般,*,*']",1
183,203,['あふれ'],"['名詞,一般,*,*']",1
184,204,['らっしゃい'],"['動詞,非自立,*,*']",1
185,205,['抱き締め'],"['動詞,自立,*,*']",1
186,206,['ミツ'],"['名詞,固有名詞,人名,名']",1
187,207,['壁'],"['名詞,一般,*,*']",1
188,208,"['よう', 'です', 'が']","['名詞,非自立,助動詞語幹,*', '助動詞,*,*,*', '助詞,接続助詞,*,*']",3
189,209,['菓子'],"['名詞,一般,*,*']",1
190,210,['あい'],"['名詞,一般,*,*']",1
191,211,['単独'],"['名詞,一般,*,*']",1
192,212,"['し', 'た', 'とき', 'に']","['動詞,自立,*,*', '助動詞,*,*,*', '名詞,非自立,副詞可能,*', '助詞,格助詞,一般,*']",4
193,213,"['生産', '者']","['名詞,サ変接続,*,*', '名詞,接尾,一般,*']",2
194,215,"['▁', '近年']","['名詞,サ変接続,*,*', '名詞,副詞可能,*,*']",2
195,216,"['子供', 'の', '頃']","['名詞,一般,*,*', '助詞,連体化,*,*', '名詞,非自立,副詞可能,*']",3
196,217,"['これ', 'を']","['名詞,代名詞,一般,*', '助詞,格助詞,一般,*']",2
197,218,['ベンチャー'],"['名詞,一般,*,*']",1
198,220,"['いれ', 'て']","['動詞,自立,*,*', '助詞,接続助詞,*,*']",2
199,221,['参議院'],"['名詞,固有名詞,組織,*']",1
200,222,['天皇'],"['名詞,一般,*,*']",1
201,223,"['カード', 'を']","['名詞,一般,*,*', '助詞,格助詞,一般,*']",2
202,224,['一体化'],"['名詞,サ変接続,*,*']",1
203,225,['コネ'],"['名詞,一般,*,*']",1
204,226,['長持ち'],"['名詞,サ変接続,*,*']",1
205,227,['おかしく'],"['形容詞,自立,*,*']",1
206,228,['帰路'],"['名詞,副詞可能,*,*']",1
207,229,"['長々', 'と']","['副詞,一般,*,*', '助詞,副詞化,*,*']",2
208,230,['施術'],"['名詞,サ変接続,*,*']",1
209,231,"['得', 'られ', 'ない']","['動詞,自立,*,*', '動詞,接尾,*,*', '助動詞,*,*,*']",3
210,232,['バイス'],"['名詞,固有名詞,組織,*']",1
211,233,"['この', '記事']","['連体詞,*,*,*', '名詞,一般,*,*']",2
212,234,"['関連', '記事']","['名詞,サ変接続,*,*', '名詞,一般,*,*']",2
213,235,"['が', '簡単', 'に']","['助詞,格助詞,一般,*', '名詞,形容動詞語幹,*,*', '助詞,副詞化,*,*']",3
214,236,"['考え', 'られ', 'ます']","['動詞,自立,*,*', '動詞,接尾,*,*', '助動詞,*,*,*']",3
215,238,"['万', '人']","['名詞,数,*,*', '名詞,接尾,助数詞,*']",2
216,239,['蓮'],"['名詞,一般,*,*']",1
217,240,['賢明'],"['名詞,一般,*,*']",1
218,241,['あかり'],"['名詞,固有名詞,人名,名']",1
219,242,"['を', '更新', 'し', 'まし', 'た']","['助詞,格助詞,一般,*', '名詞,サ変接続,*,*', '動詞,自立,*,*', '助動詞,*,*,*', '助動詞,*,*,*']",5
220,243,"['新型', 'コロナ', 'ウイルス', '感染', '症']","['名詞,一般,*,*', '名詞,一般,*,*', '名詞,一般,*,*', '名詞,サ変接続,*,*', '名詞,接尾,一般,*']",5
221,244,['スマホカバー'],"['名詞,固有名詞,組織,*']",1
222,245,['ドット'],"['名詞,一般,*,*']",1
223,246,['細工'],"['名詞,一般,*,*']",1
224,247,"['す', 'べく']","['動詞,自立,*,*', '助動詞,*,*,*']",2
225,249,"['営業', '利益']","['名詞,サ変接続,*,*', '名詞,一般,*,*']",2
226,250,"['を', '解決', 'する']","['助詞,格助詞,一般,*', '名詞,サ変接続,*,*', '動詞,自立,*,*']",3
227,251,['興味深い'],"['形容詞,自立,*,*']",1
228,252,['渕'],"['名詞,固有名詞,地域,一般']",1
229,253,"['し', 'た', '場合', 'の']","['動詞,自立,*,*', '助動詞,*,*,*', '名詞,副詞可能,*,*', '助詞,連体化,*,*']",4
230,254,['カーズ'],"['名詞,固有名詞,組織,*']",1
231,255,['ヤッ'],"['名詞,固有名詞,組織,*']",1
232,256,['様子見'],"['名詞,一般,*,*']",1
233,257,['直下'],"['名詞,サ変接続,*,*']",1
234,258,"['▁', 'ま']","['名詞,サ変接続,*,*', 'フィラー,*,*,*']",2
235,259,"['限定', 'の']","['名詞,サ変接続,*,*', '助詞,連体化,*,*']",2
236,260,['ください'],"['動詞,自立,*,*']",1
237,261,['各'],"['接頭詞,名詞接続,*,*']",1
238,262,['内径'],"['名詞,一般,*,*']",1
239,263,['ヒロ'],"['名詞,固有名詞,人名,名']",1
240,266,"['を', '選ぶ', 'こと']","['助詞,格助詞,一般,*', '動詞,自立,*,*', '名詞,非自立,一般,*']",3
241,267,"['ホイール', 'サイズ']","['名詞,一般,*,*', '名詞,一般,*,*']",2
242,268,['戸籍'],"['名詞,一般,*,*']",1
243,269,['ホーク'],"['名詞,固有名詞,一般,*']",1
244,270,"['に', '出場']","['助詞,格助詞,一般,*', '名詞,サ変接続,*,*']",2
245,271,['折'],"['名詞,一般,*,*']",1
246,272,['係数'],"['名詞,一般,*,*']",1
247,273,"['し', 'て', 'いけ', 'ば']","['動詞,自立,*,*', '助詞,接続助詞,*,*', '動詞,非自立,*,*', '助詞,接続助詞,*,*']",4
248,274,['センチメートル'],"['名詞,一般,*,*']",1
249,275,"['夢中', 'に', 'なっ', 'て']","['名詞,形容動詞語幹,*,*', '助詞,格助詞,一般,*', '動詞,自立,*,*', '助詞,接続助詞,*,*']",4
250,276,"['オー', 'ネ']","['感動詞,*,*,*', '助詞,終助詞,*,*']",2
251,277,['取り扱い'],"['名詞,一般,*,*']",1
252,279,['ほんのり'],"['副詞,助詞類接続,*,*']",1
253,280,['毛並み'],"['名詞,一般,*,*']",1
254,281,['圧着'],"['名詞,サ変接続,*,*']",1
255,282,"['高く', 'なる']","['形容詞,自立,*,*', '動詞,自立,*,*']",2
256,283,['ピーマン'],"['名詞,一般,*,*']",1
257,284,"['株式', '投資']","['名詞,一般,*,*', '名詞,サ変接続,*,*']",2
258,285,['▁#'],"['名詞,サ変接続,*,*']",1
259,286,"['すると', 'いう']","['接続詞,*,*,*', '動詞,自立,*,*']",2
260,288,['砦'],"['名詞,一般,*,*']",1
261,289,"['今日', 'で']","['名詞,副詞可能,*,*', '助詞,格助詞,一般,*']",2
262,290,['末永く'],"['形容詞,自立,*,*']",1
263,292,['花言葉'],"['名詞,一般,*,*']",1
264,293,"['モーター', 'ショー']","['名詞,一般,*,*', '名詞,一般,*,*']",2
265,294,['醒'],"['名詞,固有名詞,組織,*']",1
266,295,"['から', 'と', 'いっ', 'て']","['助詞,格助詞,一般,*', '助詞,格助詞,引用,*', '動詞,自立,*,*', '助詞,接続助詞,*,*']",4
267,296,"['絡ん', 'で']","['動詞,自立,*,*', '助詞,接続助詞,*,*']",2
268,297,"['頑張り', 'たい']","['動詞,自立,*,*', '助動詞,*,*,*']",2
269,298,"['インク', 'カートリッジ']","['名詞,一般,*,*', '名詞,一般,*,*']",2
270,299,"['に', '出演', 'する']","['助詞,格助詞,一般,*', '名詞,サ変接続,*,*', '動詞,自立,*,*']",3
271,300,['沈殿'],"['名詞,サ変接続,*,*']",1
272,301,"['エン', 'トランス']","['名詞,固有名詞,一般,*', '名詞,一般,*,*']",2
273,302,"['出来', 'たら']","['動詞,自立,*,*', '助動詞,*,*,*']",2
274,303,['ギネス'],"['名詞,固有名詞,組織,*']",1
275,304,['割烹'],"['名詞,一般,*,*']",1
276,305,"['を', '操作', 'する']","['助詞,格助詞,一般,*', '名詞,サ変接続,*,*', '動詞,自立,*,*']",3
277,306,['伸長'],"['名詞,サ変接続,*,*']",1
278,307,"['おい', 'た', 'ほう', 'が', 'いい']","['動詞,自立,*,*', '助動詞,*,*,*', '名詞,非自立,一般,*', '助詞,格助詞,一般,*', '形容詞,自立,*,*']",5
279,308,['くれる'],"['動詞,自立,*,*']",1
280,309,['鞍'],"['名詞,一般,*,*']",1
281,310,"['▁', '早速']","['名詞,サ変接続,*,*', '副詞,助詞類接続,*,*']",2
282,311,"['た', 'の', 'です', 'が']","['助動詞,*,*,*', '名詞,非自立,一般,*', '助動詞,*,*,*', '助詞,接続助詞,*,*']",4
283,312,"['だっ', 'た', 'そう', 'です']","['助動詞,*,*,*', '助動詞,*,*,*', '名詞,特殊,助動詞語幹,*', '助動詞,*,*,*']",4
284,313,['打撃'],"['名詞,一般,*,*']",1
285,314,"['▁', 'そう', 'する', 'こと', 'で']","['名詞,サ変接続,*,*', '名詞,接尾,助動詞語幹,*', '動詞,自立,*,*', '名詞,非自立,一般,*', '助動詞,*,*,*']",5
286,315,['落選'],"['名詞,サ変接続,*,*']",1
287,316,"['衆議院', '議員']","['名詞,固有名詞,組織,*', '名詞,一般,*,*']",2
288,318,"['▁', 'スーパーダウンサス']","['名詞,サ変接続,*,*', '名詞,一般,*,*']",2
289,319,['そら'],"['感動詞,*,*,*']",1
290,320,"['分', 'だけ']","['名詞,接尾,一般,*', '助詞,副助詞,*,*']",2
291,322,['ニン'],"['名詞,固有名詞,組織,*']",1
292,323,['特技'],"['名詞,一般,*,*']",1
293,324,"['の', '入り口']","['助詞,連体化,*,*', '名詞,一般,*,*']",2
294,325,['嫌がる'],"['動詞,自立,*,*']",1
295,326,['目玉'],"['名詞,一般,*,*']",1
296,328,['双方'],"['名詞,一般,*,*']",1
297,329,"['を', '得る']","['助詞,格助詞,一般,*', '動詞,自立,*,*']",2
298,330,"['を', '見', 'て', 'いる', 'と']","['助詞,格助詞,一般,*', '動詞,自立,*,*', '助詞,接続助詞,*,*', '動詞,非自立,*,*', '助詞,接続助詞,*,*']",5
299,331,"['を', '整理', 'する']","['助詞,格助詞,一般,*', '名詞,サ変接続,*,*', '動詞,自立,*,*']",3
300,332,['変形'],"['名詞,サ変接続,*,*']",1
301,333,['年春'],"['名詞,固有名詞,人名,名']",1
302,334,['架'],"['名詞,サ変接続,*,*']",1
303,337,"['を', '利用', 'する', 'こと']","['助詞,格助詞,一般,*', '名詞,サ変接続,*,*', '動詞,自立,*,*', '名詞,非自立,一般,*']",4
304,338,['手芸'],"['名詞,一般,*,*']",1
305,339,"['▁', 'スリクソン']","['名詞,サ変接続,*,*', '名詞,一般,*,*']",2
306,341,['信用'],"['名詞,サ変接続,*,*']",1
307,342,['昼'],"['名詞,副詞可能,*,*']",1
308,344,['ルク'],"['名詞,固有名詞,組織,*']",1
309,345,"['求め', 'られ', 'て', 'いる']","['動詞,自立,*,*', '動詞,接尾,*,*', '助詞,接続助詞,*,*', '動詞,非自立,*,*']",4
310,346,"['数', 'が', '少ない']","['名詞,一般,*,*', '助詞,格助詞,一般,*', '形容詞,自立,*,*']",3
311,347,['ごと'],"['名詞,非自立,副詞可能,*']",1
312,348,['隠し'],"['動詞,自立,*,*']",1
313,349,['プラダ'],"['名詞,固有名詞,組織,*']",1
314,350,"['を', '下す']","['助詞,格助詞,一般,*', '動詞,自立,*,*']",2
315,351,['と同時に'],"['接続詞,*,*,*']",1
316,352,['マッチング'],"['名詞,サ変接続,*,*']",1
317,353,['探究'],"['名詞,サ変接続,*,*']",1
318,354,['スロー'],"['名詞,一般,*,*']",1
319,355,['バケツ'],"['名詞,一般,*,*']",1
320,356,['有権者'],"['名詞,一般,*,*']",1
321,357,"['▁', 'この', 'よう', 'な']","['名詞,サ変接続,*,*', '連体詞,*,*,*', '名詞,非自立,助動詞語幹,*', '助動詞,*,*,*']",4
322,358,"['に', 'お', '任せ', 'ください']","['助詞,格助詞,一般,*', '接頭詞,名詞接続,*,*', '動詞,自立,*,*', '動詞,非自立,*,*']",4
323,359,"['卓越', 'し', 'た']","['名詞,サ変接続,*,*', '動詞,自立,*,*', '助動詞,*,*,*']",3
324,360,['松村'],"['名詞,固有名詞,人名,姓']",1
325,361,['獄'],"['名詞,一般,*,*']",1
326,362,['積載'],"['名詞,サ変接続,*,*']",1
327,363,['プランター'],"['名詞,固有名詞,組織,*']",1
328,364,"['良い', 'の', 'で', 'は']","['形容詞,自立,*,*', '名詞,非自立,一般,*', '助動詞,*,*,*', '助詞,係助詞,*,*']",4
329,365,['ピット'],"['名詞,一般,*,*']",1
330,366,"['な', 'よ']","['助詞,終助詞,*,*', '助詞,終助詞,*,*']",2
